Metric_Code,Base Year,Value,Value type,Metric name
MLCON000017394,2014,2.94E+11,Absolute,Exports of goods and services - Constant
MLCON000017396,2014,2.87E+11,Absolute,Exports of goods and services - Constant
MLCON000017734,2014,2.48E+11,Absolute,Exports of goods and services - Constant
MLCON000017739,2014,2.25E+11,Absolute,Exports of goods and services - Constant
MLCON000017745,2014,1.85E+11,Absolute,Exports of goods and services - Constant
MLCON000017752,2014,1.61E+11,Absolute,Exports of goods and services - Constant
MLCON000017759,2014,1.59E+11,Absolute,Exports of goods and services - Constant
MLCON000017766,2014,1.51E+11,Absolute,Exports of goods and services - Constant
MLCON000017773,2014,1.47E+11,Absolute,Exports of goods and services - Constant
MLCON000017780,2014,1.46E+11,Absolute,Exports of goods and services - Constant
MLCON000017787,2014,1.48E+11,Absolute,Exports of goods and services - Constant
MLCON000017794,2014,1.52E+11,Absolute,Exports of goods and services - Constant
MLCON000017801,2014,1.39E+11,Absolute,Exports of goods and services - Constant
MLCON000017808,2014,1.28E+11,Absolute,Exports of goods and services - Constant
MLCON000017815,2014,1.13E+11,Absolute,Exports of goods and services - Constant
MLCON000017822,2014,1.11E+11,Absolute,Exports of goods and services - Constant
MLCON000017829,2014,1.14E+11,Absolute,Exports of goods and services - Constant
MLCON000017836,2014,1.08E+11,Absolute,Exports of goods and services - Constant
MLCON000017843,2014,95530930091,Absolute,Exports of goods and services - Constant
MLCON000017850,2014,78505752437,Absolute,Exports of goods and services - Constant
MLCON000017857,2014,69711006885,Absolute,Exports of goods and services - Constant
MLCON000017864,2014,54557295302,Absolute,Exports of goods and services - Constant
MLCON000017871,2014,46772499666,Absolute,Exports of goods and services - Constant
MLCON000017878,2014,41448916952,Absolute,Exports of goods and services - Constant
MLCON000018232,2014,57591882670,Absolute,Exports of goods and services - Constant
MLCON000018233,2014,57444324555,Absolute,Exports of goods and services - Constant
MLCON000018234,2014,50922440366,Absolute,Exports of goods and services - Constant
MLCON000018235,2014,47053905110,Absolute,Exports of goods and services - Constant
MLCON000018236,2014,42906452113,Absolute,Exports of goods and services - Constant
MLCON000018237,2014,42471000000,Absolute,Exports of goods and services - Constant
MLCON000018279,2014,1.11E+11,Absolute,Exports of goods and services - Constant
MLCON000018280,2014,1.08E+11,Absolute,Exports of goods and services - Constant
MLCON000018281,2014,97459697634,Absolute,Exports of goods and services - Constant
MLCON000018282,2014,1.01E+11,Absolute,Exports of goods and services - Constant
MLCON000018283,2014,1.08E+11,Absolute,Exports of goods and services - Constant
MLCON000018284,2014,1.27E+11,Absolute,Exports of goods and services - Constant
MLCON000018285,2014,1.33E+11,Absolute,Exports of goods and services - Constant
MLCON000018286,2014,1.02E+11,Absolute,Exports of goods and services - Constant
MLCON000018287,2014,89438832814,Absolute,Exports of goods and services - Constant
MLCON000018288,2014,75231847225,Absolute,Exports of goods and services - Constant
MLCON000018289,2014,80189752951,Absolute,Exports of goods and services - Constant
MLCON000018290,2014,71622648111,Absolute,Exports of goods and services - Constant
MLCON000018291,2014,63705900183,Absolute,Exports of goods and services - Constant
MLCON000018292,2014,79051240200,Absolute,Exports of goods and services - Constant
MLCON000018293,2014,62392756154,Absolute,Exports of goods and services - Constant
MLCON000018294,2014,41145789302,Absolute,Exports of goods and services - Constant
MLCON000018295,2014,32635483471,Absolute,Exports of goods and services - Constant
MLCON000018296,2014,34503049608,Absolute,Exports of goods and services - Constant
MLCON000018297,2014,31480610342,Absolute,Exports of goods and services - Constant
MLCON000018298,2014,25381907871,Absolute,Exports of goods and services - Constant
MLCON000018299,2014,23942855328,Absolute,Exports of goods and services - Constant
MLCON000018431,2014,4.97E+11,Absolute,Exports of goods and services - Constant
MLCON000018432,2014,4.97E+11,Absolute,Exports of goods and services - Constant
MLCON000018433,2014,3.47E+11,Absolute,Exports of goods and services - Constant
MLCON000018434,2014,3.98E+11,Absolute,Exports of goods and services - Constant
MLCON000018435,2014,3.68E+11,Absolute,Exports of goods and services - Constant
MLCON000018436,2014,4.45E+11,Absolute,Exports of goods and services - Constant
MLCON000018437,2014,3.98E+11,Absolute,Exports of goods and services - Constant
MLCON000018438,2014,3.61E+11,Absolute,Exports of goods and services - Constant
MLCON000018439,2014,2.16E+11,Absolute,Exports of goods and services - Constant
MLCON000018440,2014,1.71E+11,Absolute,Exports of goods and services - Constant
MLCON000018441,2014,1.67E+11,Absolute,Exports of goods and services - Constant
MLCON000018442,2014,1.49E+11,Absolute,Exports of goods and services - Constant
MLCON000018443,2014,1.28E+11,Absolute,Exports of goods and services - Constant
MLCON000018444,2014,1.13E+11,Absolute,Exports of goods and services - Constant
MLCON000018445,2014,1.12E+11,Absolute,Exports of goods and services - Constant
MLCON000018446,2014,1.06E+11,Absolute,Exports of goods and services - Constant
MLCON000018447,2014,1.04E+11,Absolute,Exports of goods and services - Constant
MLCON000018448,2014,99789076559,Absolute,Exports of goods and services - Constant
MLCON000018449,2014,48776135152,Absolute,Exports of goods and services - Constant
MLCON000018450,2014,61946968396,Absolute,Exports of goods and services - Constant
MLCON000018451,2014,63641312212,Absolute,Exports of goods and services - Constant
MLCON000018452,2014,45028930483,Absolute,Exports of goods and services - Constant
MLCON000018453,2014,41777756924,Absolute,Exports of goods and services - Constant
MLCON000018454,2014,41576219799,Absolute,Exports of goods and services - Constant
MLCON000018455,2014,45326478119,Absolute,Exports of goods and services - Constant
MLCON000018456,2014,46106557931,Absolute,Exports of goods and services - Constant
MLCON000018457,2014,37101184699,Absolute,Exports of goods and services - Constant
MLCON000018458,2014,36746353475,Absolute,Exports of goods and services - Constant
MLCON000018459,2014,39804388820,Absolute,Exports of goods and services - Constant
MLCON000018694,2014,6.05E+13,Absolute,Exports of goods and services - Constant
MLCON000018695,2014,7.07E+13,Absolute,Exports of goods and services - Constant
MLCON000018696,2014,7.21E+13,Absolute,Exports of goods and services - Constant
MLCON000018697,2014,6.66E+13,Absolute,Exports of goods and services - Constant
MLCON000018698,2014,5.93E+13,Absolute,Exports of goods and services - Constant
MLCON000018699,2014,5.88E+13,Absolute,Exports of goods and services - Constant
MLCON000018700,2014,6.06E+13,Absolute,Exports of goods and services - Constant
MLCON000018701,2014,5.93E+13,Absolute,Exports of goods and services - Constant
MLCON000018702,2014,5.65E+13,Absolute,Exports of goods and services - Constant
MLCON000018703,2014,6.00E+13,Absolute,Exports of goods and services - Constant
MLCON000018704,2014,5.89E+13,Absolute,Exports of goods and services - Constant
MLCON000018705,2014,4.37E+13,Absolute,Exports of goods and services - Constant
MLCON000018706,2014,4.87E+13,Absolute,Exports of goods and services - Constant
MLCON000018707,2014,4.33E+13,Absolute,Exports of goods and services - Constant
MLCON000018981,2014,5.52E+12,Absolute,Exports of goods and services - Constant
MLCON000018982,2014,5.24E+12,Absolute,Exports of goods and services - Constant
MLCON000018983,2014,4.81E+12,Absolute,Exports of goods and services - Constant
MLCON000018984,2014,4.12E+12,Absolute,Exports of goods and services - Constant
MLCON000018985,2014,3.86E+12,Absolute,Exports of goods and services - Constant
MLCON000018986,2014,3.58E+12,Absolute,Exports of goods and services - Constant
MLCON000018987,2014,3.23E+12,Absolute,Exports of goods and services - Constant
MLCON000018988,2014,3.02E+12,Absolute,Exports of goods and services - Constant
MLCON000018989,2014,2.88E+12,Absolute,Exports of goods and services - Constant
MLCON000018990,2014,2.74E+12,Absolute,Exports of goods and services - Constant
MLCON000018991,2014,2.78E+12,Absolute,Exports of goods and services - Constant
MLCON000018992,2014,2.77E+12,Absolute,Exports of goods and services - Constant
MLCON000018993,2014,2.88E+12,Absolute,Exports of goods and services - Constant
MLCON000018994,2014,2.59E+12,Absolute,Exports of goods and services - Constant
MLCON000018995,2014,2.42E+12,Absolute,Exports of goods and services - Constant
MLCON000018996,2014,2.33E+12,Absolute,Exports of goods and services - Constant
MLCON000018997,2014,2.26E+12,Absolute,Exports of goods and services - Constant
MLCON000018998,2014,2.08E+12,Absolute,Exports of goods and services - Constant
MLCON000018999,2014,2.09E+12,Absolute,Exports of goods and services - Constant
MLCON000019000,2014,1.78E+12,Absolute,Exports of goods and services - Constant
MLCON000019001,2014,1.79E+12,Absolute,Exports of goods and services - Constant
MLCON000000064,2015,3.37E+11,Absolute,Exports of goods and services - Constant
MLCON000000069,2015,3.20E+11,Absolute,Exports of goods and services - Constant
MLCON000000075,2015,2.99E+11,Absolute,Exports of goods and services - Constant
MLCON000000082,2015,2.80E+11,Absolute,Exports of goods and services - Constant
MLCON000000090,2015,2.64E+11,Absolute,Exports of goods and services - Constant
MLCON000000099,2015,2.51E+11,Absolute,Exports of goods and services - Constant
MLCON000000108,2015,2.40E+11,Absolute,Exports of goods and services - Constant
MLCON000000117,2015,2.38E+11,Absolute,Exports of goods and services - Constant
MLCON000000126,2015,2.27E+11,Absolute,Exports of goods and services - Constant
MLCON000000135,2015,2.22E+11,Absolute,Exports of goods and services - Constant
MLCON000000144,2015,2.13E+11,Absolute,Exports of goods and services - Constant
MLCON000000153,2015,2.05E+11,Absolute,Exports of goods and services - Constant
MLCON000000162,2015,1.99E+11,Absolute,Exports of goods and services - Constant
MLCON000000171,2015,1.92E+11,Absolute,Exports of goods and services - Constant
MLCON000000180,2015,1.90E+11,Absolute,Exports of goods and services - Constant
MLCON000000189,2015,1.89E+11,Absolute,Exports of goods and services - Constant
MLCON000000198,2015,1.90E+11,Absolute,Exports of goods and services - Constant
MLCON000000207,2015,1.75E+11,Absolute,Exports of goods and services - Constant
MLCON000000216,2015,1.59E+11,Absolute,Exports of goods and services - Constant
MLCON000000225,2015,1.56E+11,Absolute,Exports of goods and services - Constant
MLCON000000234,2015,1.49E+11,Absolute,Exports of goods and services - Constant
MLCON000000243,2015,1.35E+11,Absolute,Exports of goods and services - Constant
MLCON000000306,2015,1.93E+11,Absolute,Exports of goods and services - Constant
MLCON000000307,2015,2.15E+11,Absolute,Exports of goods and services - Constant
MLCON000000309,2015,2.08E+11,Absolute,Exports of goods and services - Constant
MLCON000000311,2015,1.97E+11,Absolute,Exports of goods and services - Constant
MLCON000000313,2015,1.88E+11,Absolute,Exports of goods and services - Constant
MLCON000000315,2015,1.83E+11,Absolute,Exports of goods and services - Constant
MLCON000000317,2015,1.77E+11,Absolute,Exports of goods and services - Constant
MLCON000000319,2015,1.72E+11,Absolute,Exports of goods and services - Constant
MLCON000000321,2015,1.71E+11,Absolute,Exports of goods and services - Constant
MLCON000000323,2015,1.69E+11,Absolute,Exports of goods and services - Constant
MLCON000000325,2015,1.59E+11,Absolute,Exports of goods and services - Constant
MLCON000000327,2015,1.41E+11,Absolute,Exports of goods and services - Constant
MLCON000000329,2015,1.65E+11,Absolute,Exports of goods and services - Constant
MLCON000000331,2015,1.61E+11,Absolute,Exports of goods and services - Constant
MLCON000000333,2015,1.50E+11,Absolute,Exports of goods and services - Constant
MLCON000000335,2015,1.39E+11,Absolute,Exports of goods and services - Constant
MLCON000000337,2015,1.30E+11,Absolute,Exports of goods and services - Constant
MLCON000000339,2015,1.20E+11,Absolute,Exports of goods and services - Constant
MLCON000000341,2015,1.19E+11,Absolute,Exports of goods and services - Constant
MLCON000000343,2015,1.15E+11,Absolute,Exports of goods and services - Constant
MLCON000000345,2015,1.08E+11,Absolute,Exports of goods and services - Constant
MLCON000000347,2015,95376610000,Absolute,Exports of goods and services - Constant
MLCON000000349,2015,89611070000,Absolute,Exports of goods and services - Constant
MLCON000000351,2015,83087470000,Absolute,Exports of goods and services - Constant
MLCON000000353,2015,74834820000,Absolute,Exports of goods and services - Constant
MLCON000000355,2015,71517490000,Absolute,Exports of goods and services - Constant
